"Run.ID","Run.Group","Code","Type","Unit","Value"
1,"ANC","ANC","mum","scalar",2
2,"ANC","ANC","mum","scalar",5
3,"ANC","ANC","mum","scalar",10
4,"ANC","ANC","C","scalar",2
5,"ANC","ANC","C","scalar",5
6,"ANC","ANC","C","scalar",10
7,"BFT","BFT","mum","scalar",2
8,"BFT","BFT","mum","scalar",5
9,"BFT","BFT","mum","scalar",10
10,"BFT","BFT","C","scalar",2
11,"BFT","BFT","C","scalar",5
12,"BFT","BFT","C","scalar",10
13,"BLF","BLF","mum","scalar",0.5
14,"BLF","BLF","mum","scalar",0.25
15,"BLF","BLF","mum","scalar",0.1
16,"BUT","BUT","mum","scalar",2
17,"BUT","BUT","mum","scalar",5
18,"BUT","BUT","mum","scalar",10
19,"BUT","BUT","C","scalar",2
20,"BUT","BUT","C","scalar",5
21,"BUT","BUT","C","scalar",10
22,"BWH","BWH","mum","scalar",0.5
23,"BWH","BWH","mum","scalar",0.25
24,"BWH","BWH","mum","scalar",0.1
25,"COD","COD","mum","scalar",0.5
26,"COD","COD","mum","scalar",0.25
27,"COD","COD","mum","scalar",0.1
28,"COD","COD","C","scalar",0.5
29,"COD","COD","C","scalar",0.25
30,"COD","COD","C","scalar",0.1
31,"GOO","GOO","mum","scalar",0.5
32,"GOO","GOO","mum","scalar",0.25
33,"GOO","GOO","mum","scalar",0.1
34,"GOO","GOO","C","scalar",0.5
35,"GOO","GOO","C","scalar",0.25
36,"GOO","GOO","C","scalar",0.1
37,"HAL","HAL","mum","scalar",0.5
38,"HAL","HAL","mum","scalar",0.25
39,"HAL","HAL","mum","scalar",0.1
40,"HAL","HAL","C","scalar",0.5
41,"HAL","HAL","C","scalar",0.25
42,"HAL","HAL","C","scalar",0.1
43,"LSK","LSK","mum","scalar",0.5
44,"LSK","LSK","mum","scalar",0.25
45,"LSK","LSK","mum","scalar",0.1
46,"MAK","MAK","mum","scalar",0.5
47,"MAK","MAK","mum","scalar",0.25
48,"MAK","MAK","mum","scalar",0.1
49,"MAK","MAK","C","scalar",0.5
50,"MAK","MAK","C","scalar",0.25
51,"MAK","MAK","C","scalar",0.1
52,"OHK","OHK","mum","scalar",2
53,"OHK","OHK","mum","scalar",5
54,"OHK","OHK","mum","scalar",10
55,"OHK","OHK","C","scalar",2
56,"OHK","OHK","C","scalar",5
57,"OHK","OHK","C","scalar",10
58,"PLA","PLA","mum","scalar",0.5
59,"PLA","PLA","mum","scalar",0.25
60,"PLA","PLA","mum","scalar",0.1
61,"PLA","PLA","C","scalar",0.5
62,"PLA","PLA","C","scalar",0.25
63,"PLA","PLA","C","scalar",0.1
64,"POL","POL","mum","scalar",0.5
65,"POL","POL","mum","scalar",0.25
66,"POL","POL","mum","scalar",0.1
67,"POL","POL","C","scalar",0.5
68,"POL","POL","C","scalar",0.25
69,"POL","POL","C","scalar",0.1
70,"POR","POR","mum","scalar",0.5
71,"POR","POR","mum","scalar",0.25
72,"POR","POR","mum","scalar",0.1
73,"POR","POR","C","scalar",0.5
74,"POR","POR","C","scalar",0.25
75,"POR","POR","C","scalar",0.1
76,"RED","RED","mum","scalar",0.5
77,"RED","RED","mum","scalar",0.25
78,"RED","RED","mum","scalar",0.1
79,"RED","RED","C","scalar",0.5
80,"RED","RED","C","scalar",0.25
81,"RED","RED","C","scalar",0.1
82,"RHK","RHK","mum","scalar",2
83,"RHK","RHK","mum","scalar",5
84,"RHK","RHK","mum","scalar",10
85,"RHK","RHK","C","scalar",2
86,"RHK","RHK","C","scalar",5
87,"RHK","RHK","C","scalar",10
88,"SAL","SAL","mum","scalar",0.5
89,"SAL","SAL","mum","scalar",0.25
90,"SAL","SAL","mum","scalar",0.1
91,"SAL","SAL","C","scalar",0.5
92,"SAL","SAL","C","scalar",0.25
93,"SAL","SAL","C","scalar",0.1
94,"SB","SB","mum","scalar",0.5
95,"SB","SB","mum","scalar",0.25
96,"SB","SB","mum","scalar",0.1
97,"SB","SB","C","scalar",0.5
98,"SB","SB","C","scalar",0.25
99,"SB","SB","C","scalar",0.1
100,"SHK","SHK","mum","scalar",2
101,"SHK","SHK","mum","scalar",5
102,"SHK","SHK","mum","scalar",10
103,"SHK","SHK","C","scalar",2
104,"SHK","SHK","C","scalar",5
105,"SHK","SHK","C","scalar",10
106,"SMO","SMO","mum","scalar",2
107,"SMO","SMO","mum","scalar",5
108,"SMO","SMO","mum","scalar",10
109,"SMO","SMO","C","scalar",2
110,"SMO","SMO","C","scalar",5
111,"SMO","SMO","C","scalar",10
112,"SSH","SSH","mum","scalar",0.5
113,"SSH","SSH","mum","scalar",0.25
114,"SSH","SSH","mum","scalar",0.1
115,"SSH","SSH","C","scalar",0.5
116,"SSH","SSH","C","scalar",0.25
117,"SSH","SSH","C","scalar",0.1
118,"SUF","SUF","mum","scalar",2
119,"SUF","SUF","mum","scalar",5
120,"SUF","SUF","mum","scalar",10
121,"SUF","SUF","C","scalar",2
122,"SUF","SUF","C","scalar",5
123,"SUF","SUF","C","scalar",10
124,"SWH","SWH","mum","scalar",2
125,"SWH","SWH","mum","scalar",5
126,"SWH","SWH","mum","scalar",10
127,"SWH","SWH","C","scalar",2
128,"SWH","SWH","C","scalar",5
129,"SWH","SWH","C","scalar",10
130,"TAU","TAU","mum","scalar",2
131,"TAU","TAU","mum","scalar",5
132,"TAU","TAU","mum","scalar",10
133,"TAU","TAU","C","scalar",2
134,"TAU","TAU","C","scalar",5
135,"TAU","TAU","C","scalar",10
136,"TWH","TWH","mum","scalar",2
137,"TWH","TWH","mum","scalar",5
138,"TWH","TWH","mum","scalar",10
139,"TWH","TWH","C","scalar",2
140,"TWH","TWH","C","scalar",5
141,"TWH","TWH","C","scalar",10
142,"WHK","WHK","mum","scalar",0.5
143,"WHK","WHK","mum","scalar",0.25
144,"WHK","WHK","mum","scalar",0.1
145,"WHK","WHK","C","scalar",0.5
146,"WHK","WHK","C","scalar",0.25
147,"WHK","WHK","C","scalar",0.1
148,"WIF","WIF","mum","scalar",2
149,"WIF","WIF","mum","scalar",5
150,"WIF","WIF","mum","scalar",10
151,"WIF","WIF","C","scalar",2
152,"WIF","WIF","C","scalar",5
153,"WIF","WIF","C","scalar",10
154,"WOL","WOL","mum","scalar",0.5
155,"WOL","WOL","mum","scalar",0.25
156,"WOL","WOL","mum","scalar",0.1
157,"WOL","WOL","C","scalar",0.5
158,"WOL","WOL","C","scalar",0.25
159,"WOL","WOL","C","scalar",0.1
160,"WPF","WPF","mum","scalar",2
161,"WPF","WPF","mum","scalar",5
162,"WPF","WPF","mum","scalar",10
163,"WPF","WPF","C","scalar",2
164,"WPF","WPF","C","scalar",5
165,"WPF","WPF","C","scalar",10
166,"WSK","WSK","mum","scalar",2
167,"WSK","WSK","mum","scalar",5
168,"WSK","WSK","mum","scalar",10
169,"WSK","WSK","C","scalar",2
170,"WSK","WSK","C","scalar",5
171,"WSK","WSK","C","scalar",10
172,"WTF","WTF","mum","scalar",0.5
173,"WTF","WTF","mum","scalar",0.25
174,"WTF","WTF","mum","scalar",0.1
