pred.names,prey.names,R/J,Bio_JC.pprey,Bio_Orig.pprey,Bio_RG.pprey,final.value
BMS,DOG,R,0.0025,0,0,0
BC,DOG,R,0.01,0,0,0
1SMO1,SMO,J,0.1,0.225,0.225,0.225
2SMO1,SMO,J,0.1,0.225,0.225,0.225
1SMO2,SMO,J,0.1,0.25,0.25,0.25
2SMO2,SMO,J,0.1,0.275,0.275,0.275
ZM,SMO,J,0,0.05,0.05,0.05
1SSH1,SSH,J,0.05,0.225,0.225,0.225
2SSH1,SSH,J,0.05,0.225,0.225,0.225
1SSH2,SSH,J,0.05,0.25,0.25,0.25
2SSH2,SSH,J,0.05,0.275,0.275,0.275
1DSH1,SSH,J,0.01,0.225,0.225,0.225
2DSH1,SSH,J,0.01,0.225,0.225,0.225
1DSH2,SSH,J,0.01,0.25,0.25,0.25
2DSH2,SSH,J,0.01,0.275,0.275,0.275
1SSH1,DSH,J,0.05,0.2,0.2,0.2
2SSH1,DSH,J,0.05,0.21,0.21,0.21
1SSH2,DSH,J,0.05,0.25,0.25,0.25
2SSH2,DSH,J,0.05,0.275,0.275,0.275
1DSH1,DSH,J,0.01,0.2,0.2,0.2
2DSH1,DSH,J,0.01,0.21,0.21,0.21
1DSH2,DSH,J,0.01,0.25,0.25,0.25
2DSH2,DSH,J,0.01,0.275,0.275,0.275
SCA,POR,R,0.001,1.00E-04,1.00E-04,0.0001
BFF,POR,R,0.01,1.00E-04,1.00E-04,0.0001
BG,POR,R,0.01,0,0,0
ZM,POR,J,0,0.01,0.01,0.01
ZS,POR,J,0,0.05,0.05,0.05
1SSH1,PSH,J,0.05,0,0,0
2SSH1,PSH,J,0.05,0,0,0
1SSH2,PSH,J,0.05,0,0,0
2SSH2,PSH,J,0.05,0,0,0
1DSH1,PSH,J,0.01,0,0,0
2DSH1,PSH,J,0.01,0,0,0
1DSH2,PSH,J,0.01,0,0,0
2DSH2,PSH,J,0.01,0,0,0
2WTF1,WSK,J,0.05,0.1,0.1,0.1
2WTF2,WSK,J,0.06,0.12,0.12,0.12
1GOO1,WSK,J,0.005,0.09,0.09,0.09
2GOO1,WSK,J,0.005,0.09,0.09,0.09
1GOO2,WSK,J,0.005,0.09,0.09,0.09
2GOO2,WSK,J,0.005,0.09,0.09,0.09
2WTF1,LSK,J,0.05,0.1,0.1,0.1
2WTF2,LSK,J,0.06,0.12,0.12,0.12
1GOO1,LSK,J,0.005,0.03,0.03,0.03
2GOO1,LSK,J,0.005,0.09,0.09,0.09
1GOO2,LSK,J,0.005,0.03,0.03,0.03
2GOO2,LSK,J,0.005,0.09,0.09,0.09
1BSB1,LSK,J,0.05,0.1,0.1,0.1
1BSB2,LSK,J,0.015,0.03,0.03,0.03
1LSK1,LSK,J,0.01,0.0765,0.0765,0.0765
2LSK1,LSK,J,0.01,0.0765,0.0765,0.0765
1LSK2,LSK,J,0.01,0.03,0.03,0.03
2LSK2,LSK,J,0.01,0.03,0.03,0.03
2WTF1,SK,J,0.05,0.1,0.1,0.1
2WTF2,SK,J,0.06,0.12,0.12,0.12
1GOO1,SK,J,0.005,0.09,0.09,0.09
2GOO1,SK,J,0.005,0.09,0.09,0.09
1GOO2,SK,J,0.005,0.09,0.09,0.09
2GOO2,SK,J,0.005,0.09,0.09,0.09
1GOO1,SB,J,0,0.05,0.05,0.05
2GOO1,SB,J,0,0.05,0.05,0.05
1GOO2,SB,J,0,0.05,0.05,0.05
2GOO2,SB,J,0,0.05,0.05,0.05
1WOL1,SB,J,0,0.05,0.05,0.05
1WOL2,SB,J,0,0.05,0.05,0.05
2WOL1,SB,J,0,0.05,0.05,0.05
2WOL2,SB,J,0,0.05,0.05,0.05
1POR1,RWH,J,0.0125,0,0,0
2POR1,RWH,J,0.0125,0,0,0
1POR2,RWH,J,0.0125,0.05,0.05,0.05
2POR2,RWH,J,0.0125,0,0,0
1PSH1,RWH,J,0.01,0,0,0
2PSH1,RWH,J,0.01,0,0,0
1PSH2,RWH,J,0.01,0.05,0.05,0.05
2PSH2,RWH,J,0.01,0,0,0
1POR1,BWH,J,0.0125,0,0,0
2POR1,BWH,J,0.0125,0,0,0
1POR2,BWH,J,0.0125,0.05,0.05,0.05
2POR2,BWH,J,0.0125,0,0,0
1PSH1,BWH,J,0.01,0,0,0
2PSH1,BWH,J,0.01,0,0,0
1PSH2,BWH,J,0.01,0.05,0.05,0.05
2PSH2,BWH,J,0.01,0,0,0
1POR1,SWH,J,0.0125,0.05,0.05,0.05
2POR1,SWH,J,0.0125,0.05,0.05,0.05
1POR2,SWH,J,0.0125,0.05,0.05,0.05
2POR2,SWH,J,0.0125,0.05,0.05,0.05
1PSH1,SWH,J,0.01,0.05,0.05,0.05
2PSH1,SWH,J,0.01,0.05,0.05,0.05
1PSH2,SWH,J,0.01,0.05,0.05,0.05
2PSH2,SWH,J,0.01,0.05,0.05,0.05
1POR1,TWH,J,0.0125,0,0,0
2POR1,TWH,J,0.0125,0,0,0
1POR2,TWH,J,0.0125,0,0,0
2POR2,TWH,J,0.0125,0,0,0
1PSH1,TWH,J,0.01,0,0,0
2PSH1,TWH,J,0.01,0,0,0
1PSH2,TWH,J,0.01,0,0,0
2PSH2,TWH,J,0.01,0,0,0
1DOG1,SCA,R,0.003,0.03,0.003,0.003
2DOG1,SCA,R,0.003,0.03,0.003,0.003
1DOG2,SCA,R,0.003,0.03,0.003,0.003
2DOG2,SCA,R,0.003,0.03,0.003,0.003
LOB,SCA,R,0.001,0.02,0.001,0.001
RCB,SCA,R,0.0025,0.01,0.0025,0.0025
BMS,SCA,R,2.00E-04,0.02,2.00E-04,0.0002
BC,SCA,R,0.005,0.02,0.005,0.005
1HER1,QHG,R,1.00E-04,1.00E-04,0,0
1HER2,QHG,R,1.00E-04,1.00E-04,0,0
1FDF1,QHG,R,0.05,0.1,0.05,0.05
2FDF1,QHG,R,0.05,0.1052546,0.05,0.05
1FDF2,QHG,R,0.05,0.1,0.05,0.05
2FDF2,QHG,R,0.05,0.1052546,0.05,0.05
1DOG1,QHG,R,0.003375,0.1125,0.003375,0.003375
2DOG1,QHG,R,0.1125,0.1125,0.003375,0.003375
1DOG2,QHG,R,0.1125,0.1125,0.003375,0.003375
2DOG2,QHG,R,0.1125,0.1125,0.003375,0.003375
1REP1,QHG,R,0.05,0.0675,0.0675,0.0675
2REP1,QHG,R,0.05,0.0675,0.0675,0.0675
1REP2,QHG,R,0.05,0.0675,0.0675,0.0675
2REP2,QHG,R,0.05,0.0675,0.0675,0.0675
1NSH1,QHG,R,0,0.045,0,0
2NSH1,QHG,R,0,0.045,0,0
1NSH2,QHG,R,0,0.045,0,0
2NSH2,QHG,R,0,0.045,0,0
1OSH1,QHG,R,0,0.045,0,0
2OSH1,QHG,R,0,0.045,0,0
LOB,QHG,R,0.001,0.02,0.001,0.001
RCB,QHG,R,0.025,0.03375,0.025,0.025
BMS,QHG,R,0.0025,0.02,0.001,0.001
BC,QHG,R,0.01,0.003,0.001,0.001
1HER1,CLA,R,0,1.00E-04,0,0
1HER2,CLA,R,0,1.00E-04,0,0
1FDF1,CLA,R,0.075,0.15,0.075,0.075
2FDF1,CLA,R,0.075,0.15,0.075,0.075
1FDF2,CLA,R,0.075,0.15,0.075,0.075
2FDF2,CLA,R,0.075,0.15,0.075,0.075
1DOG1,CLA,R,0.003375,0.1,0.003375,0.003375
2DOG1,CLA,R,0.003375,0.1,0.003375,0.003375
1DOG2,CLA,R,0.003375,0.1,0.003375,0.003375
2DOG2,CLA,R,0.003375,0.1,0.003375,0.003375
1NSH1,CLA,R,0,0.045,0,0
2NSH1,CLA,R,0,0.045,0,0
1NSH2,CLA,R,0,0.045,0,0
2NSH2,CLA,R,0,0.045,0,0
1OSH1,CLA,R,0,0.045,0,0
2OSH1,CLA,R,0,0.045,0,0
1OSH2,CLA,R,0,0.045,0.045,0.045
2OSH2,CLA,R,0,0.045,0.045,0.045
LOB,CLA,R,0.001,0.02,0.001,0.001
RCB,CLA,R,0.0025,0.005,0.0025,0.0025
BMS,CLA,R,0.001,0.02,0.001,0.001
BC,CLA,R,0.001,0.003,0.001,0.001
1ANC2,BFF,R,0,0.15,0.15,0.15
1FDF1,BFF,R,0.05,0.1,0.05,0.05
2FDF1,BFF,R,0.05,0.1052546,0.05,0.05
1FDF2,BFF,R,0.05,0.1,0.05,0.05
2FDF2,BFF,R,0.05,0.1052546,0.05,0.05
1DOG1,BFF,R,0.003375,0.03375,0.003375,0.003375
1NSH1,BFF,R,0,0.045,0,0
2NSH1,BFF,R,0,0.045,0,0
1NSH2,BFF,R,0,0.045,0,0
2NSH2,BFF,R,0,0.045,0,0
1OSH1,BFF,R,0,0.045,0,0
2OSH1,BFF,R,0,0.045,0,0
LOB,BFF,R,0.001,0.02,0.001,0.001
RCB,BFF,R,0.0025,0.001,0.0025,0.0025
BMS,BFF,R,0.001,0.02,0.001,0.001
BC,BFF,R,0.001,0.003,0.001,0.001
ZM,BFF,R,0,0.01,0.01,0.01
ZS,BFF,R,0,0.05,0.05,0.05
BO,BFF,R,0,0.1,0.1,0.1
1ANC2,BG,R,0,0.1,0.1,0.1
1DOG1,BG,R,0.003375,0.03375,0.003375,0.003375
1REP1,BG,R,0.05,0.1125,0.1125,0.1125
2REP1,BG,R,0.05,0.1125,0.1125,0.1125
1REP2,BG,R,0.05,0.1125,0.1125,0.1125
2REP2,BG,R,0.05,0.1125,0.1125,0.1125
1NSH1,BG,R,0,0.225,0,0
2NSH1,BG,R,0,0.05,0,0
1NSH2,BG,R,0,0.225,0,0
2NSH2,BG,R,0,0.05,0,0
1OSH1,BG,R,0,0.225,0,0
2OSH1,BG,R,0,0.05,0,0
LOB,BG,R,0.001,0.06,0.001,0.001
RCB,BG,R,0.025,0.01,0.025,0.025
BMS,BG,R,0.0025,0.09,0.0025,0.0025
BC,BG,R,0.01,0.045,0.01,0.01
1BUT1,LOB,R,0,0.00677529,0,0
1BUT2,LOB,R,0,0.00677529,0,0
1BPF2,LOB,R,0,0.00677529,0,0
1GOO1,LOB,R,0,0.06,0.06,0.06
2GOO1,LOB,R,0,0.06,0.06,0.06
1GOO2,LOB,R,0,0.06,0.06,0.06
2GOO2,LOB,R,0,0.06,0.06,0.06
1WOL1,LOB,R,0,0.08,0.08,0.08
1WOL2,LOB,R,0,0.09,0.09,0.09
2WOL1,LOB,R,0,0.08,0.08,0.08
2WOL2,LOB,R,0,0.09,0.09,0.09
1DOG1,LOB,R,0.02,0.1,0.02,0.02
2DOG1,LOB,R,0.02,0.1,0.02,0.02
1DOG2,LOB,R,0.02,0.1,0.02,0.02
2DOG2,LOB,R,0.02,0.1,0.02,0.02
2NSH1,LOB,R,0,0.05,0,0
2NSH2,LOB,R,0,0.05,0,0
LOB,LOB,R,0.002,0.004,0.002,0.002
RCB,LOB,R,0.001,0.005,0.001,0.001
BMS,LOB,R,0.001,0.02,0.001,0.001
BC,LOB,R,0.0025,0.01,0.0025,0.0025
1BUT1,RCB,R,0,0.25,0,0
1BUT2,RCB,R,0,0.2,0,0
1BPF2,RCB,R,0,0.2,0,0
1GOO1,RCB,R,0,0.08,0.08,0.08
2GOO1,RCB,R,0,0.08,0.08,0.08
1GOO2,RCB,R,0,0.06,0.06,0.06
2GOO2,RCB,R,0,0.06,0.06,0.06
1WOL1,RCB,R,0,0.0493747,0.0493747,0.0493747
1WOL2,RCB,R,0,0.0493747,0.0493747,0.0493747
2WOL1,RCB,R,0,0.15,0.15,0.15
2WOL2,RCB,R,0,0.15,0.15,0.15
1FDF2,RCB,R,0.1,0.15,0.1,0.1
2FDF2,RCB,R,0.1,0.15,0.1,0.1
1DOG1,RCB,R,0.02,0.1,0.02,0.02
2DOG1,RCB,R,0.02,0.1,0.02,0.02
1DOG2,RCB,R,0.02,0.1,0.02,0.02
2DOG2,RCB,R,0.02,0.1,0.02,0.02
1NSH1,RCB,R,0,0.05625,0,0
2NSH1,RCB,R,0,0.05625,0,0
1NSH2,RCB,R,0,0.05625,0,0
2NSH2,RCB,R,0,0.05625,0,0
LOB,RCB,R,0.001,0.005,0.001,0.001
RCB,RCB,R,0.0025,0.001,0.0025,0.0025
BMS,RCB,R,0.001,0.1125,0.001,0.001
ZL,RCB,J,0,0.08,0.08,0.08
BC,RCB,R,0.0025,0.01,0.0025,0.0025
1BUT1,BMS,R,0,0.25,0,0
1BUT2,BMS,R,0,0.2,0,0
1BPF2,BMS,R,0,0.2,0,0
1FDF2,BMS,R,0.1,0.15,0.1,0.1
2FDF2,BMS,R,0.1,0.15,0.1,0.1
1DOG1,BMS,R,0.02,0.1,0.02,0.02
2DOG1,BMS,R,0.02,0.1,0.02,0.02
1DOG2,BMS,R,0.02,0.1,0.02,0.02
2DOG2,BMS,R,0.02,0.1,0.02,0.02
1NSH1,BMS,R,0,0.05625,0,0
2NSH1,BMS,R,0,0.05625,0,0
1NSH2,BMS,R,0,0.05625,0,0
2NSH2,BMS,R,0,0.05625,0,0
LOB,BMS,R,0.001,0.15,0.001,0.001
RCB,BMS,R,0.001,0.1125,0.001,0.001
BMS,BMS,R,0.01,0.05,0.01,0.01
ZL,BMS,J,0,0.08,0.08,0.08
BC,BMS,R,0.01,0.05,0.01,0.01
1SSH1,NSH,J,0.05,0,0,0
2SSH1,NSH,J,0.05,0,0,0
1SSH2,NSH,J,0.05,0,0,0
2SSH2,NSH,J,0.05,0,0,0
1DSH1,NSH,J,0.01,0.05625,0.05625,0.05625
2DSH1,NSH,J,0.01,0.05625,0.05625,0.05625
1DSH2,NSH,J,0.01,0.05625,0.05625,0.05625
2DSH2,NSH,J,0.01,0.05625,0.05625,0.05625
1NSH1,NSH,J,0,0.225,0,0
2NSH1,NSH,J,0,0.225,0,0
1NSH2,NSH,J,0,0.225,0,0
2NSH2,NSH,J,0,0.225,0,0
1OSH1,NSH,J,0,0.225,0,0
2OSH1,NSH,J,0,0.225,0,0
1SSH1,OSH,J,0.05,0,0,0
2SSH1,OSH,J,0.05,0,0,0
1SSH2,OSH,J,0.05,0,0,0
2SSH2,OSH,J,0.05,0,0,0
1DSH1,OSH,J,0.01,0.01125,0.01125,0.01125
2DSH1,OSH,J,0.01,0.01125,0.01125,0.01125
1DSH2,OSH,J,0.01,0.01125,0.01125,0.01125
2DSH2,OSH,J,0.01,0.01125,0.01125,0.01125
1MAK1,ZL,J,0.05,0.1,0.1,0.1
2MAK1,ZL,J,0.05,0.1,0.1,0.1
1MAK2,ZL,J,0.05,0.1,0.1,0.1
2MAK2,ZL,J,0.05,0.1,0.1,0.1
1HER1,ZL,J,0,1.00E-05,1.00E-05,0.00001
2HER1,ZL,J,0,1.00E-05,1.00E-05,0.00001
1HER2,ZL,J,0,1.00E-05,1.00E-05,0.00001
2HER2,ZL,J,0,1.00E-05,1.00E-05,0.00001
1MPF1,ZL,J,0,0.1,0.1,0.1
2MPF1,ZL,J,0,0.1,0.1,0.1
1MPF2,ZL,J,0,0.1,0.1,0.1
2MPF2,ZL,J,0,0.1,0.1,0.1
1ANC1,ZL,J,0.01,1.00E-05,1.00E-05,0.00001
2ANC1,ZL,J,0.01,1.00E-05,1.00E-05,0.00001
1ANC2,ZL,J,0.01,1.00E-05,1.00E-05,0.00001
2ANC2,ZL,J,0.01,1.00E-05,1.00E-05,0.00001
1MEN1,ZL,J,0.025,0,0,0
2MEN1,ZL,J,0.025,0,0,0
1MEN2,ZL,J,0.025,0,0,0
2MEN2,ZL,J,0.025,0,0,0
1COD1,ZL,J,0.01,0.035,0.035,0.035
2COD1,ZL,J,0.01,0.035,0.035,0.035
1COD2,ZL,J,0.01,0.035,0.035,0.035
2COD2,ZL,J,0.01,0.035,0.035,0.035
1DOG1,ZL,J,0.005,0.0375,0.0375,0.0375
2DOG1,ZL,J,0.005,0.0375,0.0375,0.0375
1DOG2,ZL,J,0.005,0.0375,0.0375,0.0375
2DOG2,ZL,J,0.005,0.0375,0.0375,0.0375
1WSK1,ZL,J,0.09,0.18,0.18,0.18
2WSK1,ZL,J,0.09,0.18,0.18,0.18
1WSK2,ZL,J,0.09,0.18,0.18,0.18
2WSK2,ZL,J,0.09,0.18,0.18,0.18
1SK1,ZL,J,0.04,0.0812014,0.0812014,0.0812014
2SK1,ZL,J,0.04,0.0812014,0.0812014,0.0812014
1SK2,ZL,J,0.04,0.0812014,0.0812014,0.0812014
2SK2,ZL,J,0.04,0.0812014,0.0812014,0.0812014
SCA,ZL,R,0.001,1.00E-04,1.00E-04,0.0001
BFF,ZL,R,0.01,1.00E-04,0,0
BG,ZL,R,0.25,0,0,0
1ANC2,BD,R,0.005,0.03428571,0.03428571,0.03428571
ZL,BD,J,0,0.1,0.1,0.1
LOB,MB,R,0,0.05,0,0
RCB,MB,R,0,0.03,0,0
1DOG1,SG,J,0.003375,0,0,0
1REP1,SG,J,0.05,0.2,0.2,0.2
2REP1,SG,J,0.05,0.2,0.2,0.2
1REP2,SG,J,0.05,0.2,0.2,0.2
2REP2,SG,J,0.05,0.2,0.2,0.2
LOB,SG,R,0.001,0,0,0
RCB,SG,R,0.025,0,0,0
BMS,SG,R,0.0025,0,0,0
BC,SG,R,0.01,0,0,0
1DOG1,BC,R,0.05,0.1,0.1,0.1
2DOG1,BC,R,0.05,0.1,0.1,0.1
1DOG2,BC,R,0.05,0.1,0.1,0.1
2DOG2,BC,R,0.05,0.1,0.1,0.1
LOB,BC,R,0.125,0.225,0.15,0.15
1MAK1,ZG,J,0.01,0.1,0.1,0.1
2MAK1,ZG,J,0.01,0.1,0.1,0.1
1MAK2,ZG,J,0.01,0.1,0.1,0.1
2MAK2,ZG,J,0.01,0.1,0.1,0.1
1HAD1,ZG,J,0.05,0.105,0.105,0.105
2HAD1,ZG,J,0.05,0.105,0.105,0.105
1HAD2,ZG,J,0.05,0.105,0.105,0.105
2HAD2,ZG,J,0.05,0.105,0.105,0.105
1DOG1,ZG,J,0.005,0.05,0.05,0.05
2DOG1,ZG,J,0.005,0.05,0.05,0.05
1DOG2,ZG,J,0.005,0.05,0.05,0.05
2DOG2,ZG,J,0.005,0.05,0.05,0.05
1WSK1,ZG,J,0.01,0.042,0.042,0.042
2WSK1,ZG,J,0.01,0.042,0.042,0.042
1WSK2,ZG,J,0.01,0.042,0.042,0.042
2WSK2,ZG,J,0.01,0.042,0.042,0.042
1SK1,ZG,J,0.03,0.06,0.06,0.06
2SK1,ZG,J,0.03,0.06,0.06,0.06
1SK2,ZG,J,0.03,0.06,0.06,0.06
2SK2,ZG,J,0.03,0.06,0.06,0.06
1REP1,ZG,J,0.05,0.15,0.15,0.15
2REP1,ZG,J,0.05,0.15,0.15,0.15
1REP2,ZG,J,0.05,0.15,0.15,0.15
2REP2,ZG,J,0.05,0.15,0.15,0.15
LOB,ZG,R,0.001,0,0,0
RCB,ZG,R,0.025,0.1,0.1,0.1
BMS,ZG,R,0.0025,0,0,0
BC,ZG,R,0.01,0,0,0
1HER1,PL,J,0,1.00E-05,1.00E-05,0.00001
2HER1,PL,J,0,1.00E-05,1.00E-05,0.00001
1HER2,PL,J,0,1.00E-05,1.00E-05,0.00001
2HER2,PL,J,0,1.00E-05,1.00E-05,0.00001
1ANC1,PL,J,0.1,1.00E-05,1.00E-05,0.00001
2ANC1,PL,J,0.1,1.00E-05,1.00E-05,0.00001
1ANC2,PL,J,0.1,1.00E-05,1.00E-05,0.00001
2ANC2,PL,J,0.1,1.00E-05,1.00E-05,0.00001
SCA,PL,R,0.001,1.00E-04,0.3,0.3
QHG,PL,R,0.1,1.00E-04,0.1,0.1
CLA,PL,R,0.1,1.00E-04,0.1,0.1
BFF,PL,R,0.01,1.00E-04,1.00E-04,0.0001
BG,PL,R,0.25,0.1,0.1,0.1
BG,PS,R,0,0.05,0,0
1MAK1,ZM,J,0.05,0.2,0.2,0.2
2MAK1,ZM,J,0.02,0.2,0.2,0.2
1MAK2,ZM,J,0.01,0.1,0.1,0.1
2MAK2,ZM,J,0.01,0.1,0.1,0.1
1HER1,ZM,J,0.05,0.2,0.2,0.2
2HER1,ZM,J,0.05,0.2,0.2,0.2
1HER2,ZM,J,0.05,0.2,0.2,0.2
2HER2,ZM,J,0.05,0.2,0.2,0.2
1WIF1,ZM,J,0.05,0.1,0.1,0.1
2WIF1,ZM,J,0.05,0.1,0.1,0.1
BD,ZM,R,0,5.50E-05,5.50E-05,0.000055
BO,ZM,R,0,0.0026,0.0026,0.0026
1HER1,ZS,J,0.01,0.1,0.1,0.1
2HER1,ZS,J,0.01,0.1,0.1,0.1
1HER2,ZS,J,0.01,0.1,0.1,0.1
2HER2,ZS,J,0.01,0.1,0.1,0.1
1MEN1,ZS,J,0.02,0.04,0.04,0.04
2MEN1,ZS,J,0.02,0.04,0.04,0.04
1MEN2,ZS,J,0.02,0.04,0.04,0.04
2MEN2,ZS,J,0.02,0.04,0.04,0.04
ZS,ZS,J,0.001,0.01,0.01,0.01
ZL,BO,J,0,0.05,0.05,0.05
ZM,BO,J,0,0.05,0.05,0.05
1HER1,DL,J,0,1.00E-05,1.00E-05,0.00001
2HER1,DL,J,0,1.00E-05,1.00E-05,0.00001
1HER2,DL,J,0,1.00E-05,1.00E-05,0.00001
2HER2,DL,J,0,1.00E-05,1.00E-05,0.00001
1MPF1,DL,J,0,1.00E-04,1.00E-04,0.0001
2MPF1,DL,J,0,1.00E-04,1.00E-04,0.0001
1MPF2,DL,J,0,1.00E-04,1.00E-04,0.0001
2MPF2,DL,J,0,1.00E-04,1.00E-04,0.0001
SCA,DL,R,0.001,1.00E-04,0.001,0.001
BFF,DL,R,0.01,1.00E-04,0.01,0.01
BG,DL,R,0.25,0,0.25,0.25
SCA,DR,R,0.001,1.00E-04,0.001,0.001
BFF,DR,R,0.01,1.00E-04,0.01,0.01
BG,DR,R,0.01,0,0.01,0.01
1DOG1,DC,J,0.05,0.1,0.1,0.1
2DOG1,DC,J,0.05,0.1,0.1,0.1
1DOG2,DC,J,0.05,0.1,0.1,0.1
2DOG2,DC,J,0.05,0.2,0.2,0.2
LOB,DC,R,0.125,0.1,0.125,0.125
SCA,DLsed,R,0.001,1.00E-04,0.001,0.001
BFF,DLsed,R,0.01,1.00E-04,0.01,0.01
LOB,DLsed,R,0.125,0.1,0.125,0.125
SCA,DRsed,R,0.001,1.00E-04,0.001,0.001
BFF,DRsed,R,0.01,1.00E-04,0.01,0.01
LOB,DRsed,R,0.125,0.1,0.125,0.125
ZM,DRsed,J,0,0.01,0.01,0.01
ZS,DRsed,J,0,0.05,0.05,0.05
LOB,DCsed,R,0.125,0.1,0.125,0.125
